"","brand","store","week","sales_","count","price_","prom_","cost_","brand_name","size","avoutprice"
"50",1,101,10,17,27420,3.06,0,2.08,"Tylenol 25",25,0.0040812
"51",1,101,11,20,25162,3.2,0,2.09,"Tylenol 25",25,0.0011089
"52",1,101,12,12,25673,3.26,0,2.13,"Tylenol 25",25,0.0016153
"53",1,101,13,23,25630,3.21,0,2.11,"Tylenol 25",25,0.0035075
"54",1,101,14,16,28260,3.53,0,2.2,"Tylenol 25",25,0.0020629
"55",1,101,15,21,25845,3.53,0,2.21,"Tylenol 25",25,0.0048346
"56",1,101,16,6,27224,3.53,0,2.23,"Tylenol 25",25,0.003027
"57",1,101,17,20,27363,3.54,0,2.26,"Tylenol 25",25,0.0024676
"58",1,101,18,19,27795,3.56,0,2.27,"Tylenol 25",25,0.0027481
"59",1,101,19,20,27582,3.52,0.8,2.26,"Tylenol 25",25,0.0034922
"60",1,101,2,20,24968,3.3,0,2.07,"Tylenol 25",25,0.0041974
"61",1,101,20,27,26714,3.49,0,2.22,"Tylenol 25",25,0.0008258
"62",1,101,21,30,30921,3.57,0,2.3,"Tylenol 25",25,0.0007524
"63",1,101,22,10,27004,3.49,0,2.19,"Tylenol 25",25,0.0007244
"64",1,101,23,21,26611,3.56,0,2.27,"Tylenol 25",25,0.0051254
"65",1,101,24,21,27082,3.54,0,2.23,"Tylenol 25",25,0.0031012
"66",1,101,25,14,27283,3.51,0,2.24,"Tylenol 25",25,0.0011859
"67",1,101,26,22,26331,3.54,0,2.26,"Tylenol 25",25,0.0032818
"68",1,101,27,20,26233,3.5,0,2.23,"Tylenol 25",25,0.006377
"69",1,101,28,21,26606,3.51,0,2.25,"Tylenol 25",25,0.0044766
"70",1,101,29,17,27188,3.57,0,2.3,"Tylenol 25",25,0.0031866
"71",1,101,3,24,22461,3.32,0,2.09,"Tylenol 25",25,0.0043868
"72",1,101,30,21,27838,3.61,0,2.35,"Tylenol 25",25,0.0012812
"73",1,101,31,20,25709,3.53,0,2.26,"Tylenol 25",25,0.0003643
"74",1,101,32,9,25535,3.51,0,2.25,"Tylenol 25",25,0.0055564
"75",1,101,33,21,26513,3.52,0,2.26,"Tylenol 25",25,0.0030973
"76",1,101,34,22,27514,3.5,0,2.23,"Tylenol 25",25,0.004097
"77",1,101,35,20,24950,3.51,0,2.23,"Tylenol 25",25,0.0063168
"78",1,101,36,24,25442,3.52,0,2.25,"Tylenol 25",25,0.0018369
"79",1,101,37,11,25757,3.62,0,2.33,"Tylenol 25",25,0.0017438
"80",1,101,38,18,27056,2.39,0.78,1.53,"Tylenol 25",25,0.0041029
"81",1,101,39,21,24717,3.53,0,2.25,"Tylenol 25",25,0.005222
"82",1,101,4,28,24728,3.32,0,2.1,"Tylenol 25",25,0.0009428
"83",1,101,40,13,24279,3.52,0,2.26,"Tylenol 25",25,0.0046641
"84",1,101,41,24,32405,3.56,0,2.28,"Tylenol 25",25,0.0023823
"85",1,101,42,12,23062,3.52,0,2.26,"Tylenol 25",25,0.0018343
"86",1,101,43,26,27236,3.48,0,2.22,"Tylenol 25",25,0.0028371
"87",1,101,44,18,26989,3.53,0,2.26,"Tylenol 25",25,0.0016509
"88",1,101,45,18,28418,3.54,0,2.27,"Tylenol 25",25,0.0005508
"89",1,101,46,15,27858,3.54,0,2.29,"Tylenol 25",25,0.0030288
"90",1,101,47,19,26004,3.52,0,2.25,"Tylenol 25",25,0.0042205
"91",1,101,48,16,25273,3.53,0,2.24,"Tylenol 25",25,0.0019316
"92",1,101,5,13,25281,3.29,0,2.06,"Tylenol 25",25,0.0053091
"93",1,101,6,23,25775,3.31,0,2.08,"Tylenol 25",25,0.0040238
"94",1,101,7,16,24952,3.31,0,2.09,"Tylenol 25",25,0.0050557
"95",1,101,8,19,24645,3.3,0,2.08,"Tylenol 25",25,0.0006017
"96",1,101,9,19,24645,3.3,0,2.08,"Tylenol 25",25,0.0006857
"97",1,102,1,30,30200,3.35,0,2.14,"Tylenol 25",25,0.0021446
"98",1,102,10,32,32093,3.12,0,2.12,"Tylenol 25",25,0.003486
"99",1,102,11,25,27944,3.23,0,2.12,"Tylenol 25",25,0.0035882
"100",1,102,12,26,29595,3.18,0,2.1,"Tylenol 25",25,0.0034982
"101",1,102,13,30,30441,3.23,0,2.14,"Tylenol 25",25,0.0047778
"102",1,102,14,30,30441,3.23,0,2.14,"Tylenol 25",25,0.0042213
"103",1,102,15,31,30777,3.55,0,2.24,"Tylenol 25",25,0.004558
"104",1,102,16,22,32312,3.52,0,2.22,"Tylenol 25",25,0.0015577
"105",1,102,17,24,30981,3.6,0,2.31,"Tylenol 25",25,0.0011847
"106",1,102,18,26,30347,3.52,0,2.24,"Tylenol 25",25,0.0057621
"107",1,102,19,26,30347,3.52,0,2.24,"Tylenol 25",25,0.0035835
"108",1,102,2,30,30200,3.35,0,2.14,"Tylenol 25",25,0.0048834
"109",1,102,20,26,30347,3.52,0,2.24,"Tylenol 25",25,0.0039312
"110",1,102,21,31,37872,3.57,0,2.28,"Tylenol 25",25,0.0048629
"111",1,102,22,17,30195,3.52,0,2.24,"Tylenol 25",25,0.0017259
"112",1,102,23,22,29452,3.52,0,2.23,"Tylenol 25",25,0.0003648
"113",1,102,24,35,30621,3.53,0,2.23,"Tylenol 25",25,0.0040194
"114",1,102,25,30,29815,3.53,0,2.24,"Tylenol 25",25,0.0059207
"115",1,102,26,30,29999,3.53,0,2.26,"Tylenol 25",25,0.0027331
"116",1,102,27,33,29473,3.52,0,2.25,"Tylenol 25",25,0.0052855
"117",1,102,28,28,30278,3.5,0,2.24,"Tylenol 25",25,0.0022884
"118",1,102,29,23,30721,3.56,0,2.29,"Tylenol 25",25,0
"119",1,102,3,23,27223,3.32,0,2.1,"Tylenol 25",25,0.0017178
"120",1,102,30,41,34370,3.53,0,2.27,"Tylenol 25",25,0.0020162
"121",1,102,31,20,28265,3.51,0,2.23,"Tylenol 25",25,0.0063939
"122",1,102,32,26,29053,3.54,0,2.27,"Tylenol 25",25,0.0004535
"123",1,102,33,27,29910,3.53,0,2.26,"Tylenol 25",25,0.0007249
"124",1,102,34,27,29910,3.53,0,2.26,"Tylenol 25",25,0.0051864
"125",1,102,35,18,24283,3.56,0,2.3,"Tylenol 25",25,0.0040259
"126",1,102,36,15,29591,3.54,0,2.28,"Tylenol 25",25,0.0045969
"127",1,102,37,21,29362,3.5,0,2.25,"Tylenol 25",25,0.0034071
"128",1,102,38,21,31529,3.5,0.81,2.25,"Tylenol 25",25,0.0020497
"129",1,102,39,16,24570,3.48,0,2.21,"Tylenol 25",25,0.001558
"130",1,102,4,19,28560,3.31,0,2.08,"Tylenol 25",25,0
"131",1,102,40,15,27213,3.56,0,2.27,"Tylenol 25",25,0.002841
"132",1,102,41,30,41475,3.55,0,2.29,"Tylenol 25",25,0.0056866
"133",1,102,42,26,25666,3.52,0,2.26,"Tylenol 25",25,0.0044955
"134",1,102,43,26,33696,3.53,0,2.28,"Tylenol 25",25,0.0046753
"135",1,102,44,25,31993,3.48,0,2.21,"Tylenol 25",25,0.0056755
"136",1,102,45,30,33186,3.51,0,2.25,"Tylenol 25",25,0.0018367
"137",1,102,46,32,32848,3.51,0,2.25,"Tylenol 25",25,0.0022922
"138",1,102,47,32,32848,3.51,0,2.25,"Tylenol 25",25,0.0019319
"139",1,102,48,32,32848,3.51,0,2.25,"Tylenol 25",25,0.0033129
"140",1,102,5,25,29090,3.28,0,2.05,"Tylenol 25",25,0.0034237
"141",1,102,6,23,29906,3.35,0,2.13,"Tylenol 25",25,0.0024811
"142",1,102,7,23,28842,3.36,0,2.14,"Tylenol 25",25,0.0022297
"143",1,102,8,23,28842,3.36,0,2.14,"Tylenol 25",25,0.0060852
"144",1,102,9,19,33278,3.35,0,2.15,"Tylenol 25",25,0.0055847
"145",1,103,1,18,23534,3.25,0,2.01,"Tylenol 25",25,0.0043723
"146",1,103,10,27,24047,3.04,0,2.09,"Tylenol 25",25,0.0056021
"147",1,103,11,17,22360,3.26,0,2.14,"Tylenol 25",25,0.0005957
"148",1,103,12,28,22995,3.26,0,2.16,"Tylenol 25",25,0.0001705
"149",1,103,13,18,22881,3.22,0,2.13,"Tylenol 25",25,0.0025675
"150",1,103,14,24,25172,3.55,0,2.22,"Tylenol 25",25,0.0031355
"151",1,103,15,27,23114,3.55,0,2.24,"Tylenol 25",25,0.0040153
"152",1,103,16,22,24332,3.55,0,2.26,"Tylenol 25",25,0.0022907
"153",1,103,17,30,24387,3.51,0,2.24,"Tylenol 25",25,0.0047544
"154",1,103,18,18,24299,3.53,0,2.25,"Tylenol 25",25,0.0046634
"155",1,103,19,28,24736,3.55,0.86,2.28,"Tylenol 25",25,0.0041066
"156",1,103,2,22,22642,3.32,0,2.1,"Tylenol 25",25,0.0045378
"157",1,103,20,12,23735,3.55,0,2.28,"Tylenol 25",25,0.0045692
"158",1,103,21,30,27639,3.56,0,2.28,"Tylenol 25",25,0.0041341
"159",1,103,22,31,23682,3.52,0,2.24,"Tylenol 25",25,0.0052715
"160",1,103,23,20,23537,3.55,0,2.24,"Tylenol 25",25,0.0011006
"161",1,103,24,22,24484,3.5,0,2.23,"Tylenol 25",25,0.0048445
"162",1,103,25,22,23664,3.57,0,2.3,"Tylenol 25",25,0.0001837
"163",1,103,26,22,23953,3.49,0,2.21,"Tylenol 25",25,0.005373
"164",1,103,27,22,23611,3.54,0,2.28,"Tylenol 25",25,0.0061941
"165",1,103,28,23,24076,3.52,0,2.26,"Tylenol 25",25,0.0042942
"166",1,103,29,20,24136,3.54,0,2.28,"Tylenol 25",25,0.000184
"167",1,103,3,17,21151,3.32,0,2.1,"Tylenol 25",25,0.0055048
"168",1,103,30,20,24136,3.54,0,2.28,"Tylenol 25",25,0.0049418
"169",1,103,31,24,23041,3.49,0,2.21,"Tylenol 25",25,0.0014602
"170",1,103,32,23,23316,3.54,0,2.28,"Tylenol 25",25,0.0064684
"171",1,103,33,23,23872,3.48,0,2.22,"Tylenol 25",25,0.0020953
"172",1,103,34,18,24927,3.57,0,2.29,"Tylenol 25",25,0.0009122
"173",1,103,35,20,23253,3.51,0,2.25,"Tylenol 25",25,0.0030231
"174",1,103,36,15,23186,3.56,0,2.29,"Tylenol 25",25,0.0023877
"175",1,103,37,14,23594,3.49,0,2.23,"Tylenol 25",25,0.0051519
"176",1,103,38,18,24935,3.53,0.78,2.26,"Tylenol 25",25,0.0004507
"177",1,103,39,17,19483,3.56,0,2.31,"Tylenol 25",25,0.0040306
"178",1,103,4,37,21987,3.34,0,2.12,"Tylenol 25",25,0.0018872
"179",1,103,40,29,18961,3.53,0,2.26,"Tylenol 25",25,0.003575
"180",1,103,41,28,20564,3.52,0,2.26,"Tylenol 25",25,0.0057787
"181",1,103,42,18,21761,3.5,0,2.25,"Tylenol 25",25,0.0041268
"182",1,103,43,26,21152,3.45,0,2.18,"Tylenol 25",25,9.11e-05
"183",1,103,44,20,23588,3.54,0,2.28,"Tylenol 25",25,0.0030247
"184",1,103,45,19,24357,3.5,0,2.24,"Tylenol 25",25,0.0055011
"185",1,103,46,21,24172,3.57,0,2.32,"Tylenol 25",25,0.0029362
"186",1,103,47,16,23480,3.52,0,2.26,"Tylenol 25",25,0.001564
"187",1,103,48,16,23546,3.51,0,2.23,"Tylenol 25",25,0.0021132
"188",1,103,5,17,22201,3.29,0,2.06,"Tylenol 25",25,0.0045386
"189",1,103,6,28,22391,3.31,0,2.08,"Tylenol 25",25,0.0053942
"190",1,103,7,28,22293,3.32,0,2.1,"Tylenol 25",25,0.0047965
"191",1,103,8,28,22293,3.32,0,2.1,"Tylenol 25",25,0.0050554
"192",1,103,9,28,22293,3.32,0,2.1,"Tylenol 25",25,0.0045557
"193",1,104,1,10,12868,3.37,0,2.15,"Tylenol 25",25,0.0022315
"194",1,104,10,10,14894,3.34,0,2.14,"Tylenol 25",25,0.0028934
"195",1,104,11,15,12495,3.32,0,2.14,"Tylenol 25",25,0.0049552
"196",1,104,12,15,12495,3.32,0,2.14,"Tylenol 25",25,0.0014444
"197",1,104,13,15,12495,3.32,0,2.14,"Tylenol 25",25,0.0041019
"198",1,104,14,15,12495,3.32,0,2.14,"Tylenol 25",25,0.0030493
"199",1,104,15,15,12495,3.32,0,2.14,"Tylenol 25",25,0.0008118
"200",1,104,16,6,14580,3.53,0,2.23,"Tylenol 25",25,0.0060496
"201",1,104,17,13,14672,3.55,0,2.27,"Tylenol 25",25,0.0009099
"202",1,104,18,10,14116,3.56,0,2.29,"Tylenol 25",25,0.0064006
"203",1,104,19,18,14565,2.33,0.78,1.49,"Tylenol 25",25,0.0037818
"204",1,104,2,12,12498,3.31,0,2.09,"Tylenol 25",25,0.001976
"205",1,104,20,20,14543,3.5,0,2.23,"Tylenol 25",25,0.0011003
"206",1,104,21,18,17532,3.51,0,2.25,"Tylenol 25",25,0.000845
"207",1,104,22,16,14035,3.51,0,2.24,"Tylenol 25",25,0.0039029
"208",1,104,23,14,14226,3.52,0,2.23,"Tylenol 25",25,0.0008253
"209",1,104,24,14,14757,3.52,0,2.22,"Tylenol 25",25,0.003836
"210",1,104,25,17,14014,3.52,0,2.26,"Tylenol 25",25,0.0022868
"211",1,104,26,15,13882,3.52,0,2.24,"Tylenol 25",25,0.0064697
"212",1,104,27,13,13183,3.56,0,2.28,"Tylenol 25",25,0.0039167
"213",1,104,28,12,14344,3.54,0,2.29,"Tylenol 25",25,0.0057523
"214",1,104,29,16,14233,3.51,0,2.23,"Tylenol 25",25,0.0036458
"215",1,104,3,20,11968,3.34,0,2.12,"Tylenol 25",25,0.0037838
"216",1,104,30,16,14543,3.51,0,2.24,"Tylenol 25",25,0.0055842
"217",1,104,31,15,12967,3.54,0,2.27,"Tylenol 25",25,0.0056646
"218",1,104,32,10,12651,3.47,0,2.2,"Tylenol 25",25,0.0062857
"219",1,104,33,14,13322,3.56,0,2.29,"Tylenol 25",25,0.0027315
"220",1,104,34,12,14875,3.5,0,2.25,"Tylenol 25",25,0.0028249
"221",1,104,35,8,12862,3.55,0,2.29,"Tylenol 25",25,0.0065
"222",1,104,36,10,13080,3.53,0,2.25,"Tylenol 25",25,0.0043224
"223",1,104,37,16,13468,3.47,0,2.2,"Tylenol 25",25,0.0056124
"224",1,104,38,18,14182,2.96,0.78,1.89,"Tylenol 25",25,0.0019729
"225",1,104,39,14,12752,3.5,0,2.24,"Tylenol 25",25,0.0002755
"226",1,104,4,12,12952,3.27,0,2.04,"Tylenol 25",25,0.0003401
"227",1,104,40,12,12178,3.51,0,2.23,"Tylenol 25",25,0.0037587
"228",1,104,41,19,18464,3.5,0,2.23,"Tylenol 25",25,0.0060538
"229",1,104,42,12,11456,3.46,0,2.19,"Tylenol 25",25,0.0058716
"230",1,104,43,16,14517,3.49,0,2.24,"Tylenol 25",25,0.0058685
"231",1,104,44,8,13528,3.53,0,2.27,"Tylenol 25",25,0.001374
"232",1,104,45,10,14562,3.51,0,2.25,"Tylenol 25",25,0.0002774
"233",1,104,46,14,15168,3.47,0,2.2,"Tylenol 25",25,0.0039553
"234",1,104,47,14,12983,3.58,0,2.31,"Tylenol 25",25,0.0004639
"235",1,104,48,13,13897,3.55,0,2.27,"Tylenol 25",25,0.0064307
"236",1,104,5,14,13329,3.3,0,2.07,"Tylenol 25",25,0.0040241
"237",1,104,6,9,13082,3.25,0,2.01,"Tylenol 25",25,0.0005116
"238",1,104,7,10,12288,3.36,0,2.14,"Tylenol 25",25,0.0031702
"239",1,104,8,18,12623,3.27,0,2.04,"Tylenol 25",25,0.0015398
"240",1,104,9,5,14907,3.41,0,2.22,"Tylenol 25",25,0.0048107
"241",1,105,1,19,24024,3.3,0,2.08,"Tylenol 25",25,0.0042026
"242",1,105,10,20,25107,2.94,0,2.06,"Tylenol 25",25,0.0025584
"243",1,105,11,24,22959,3.19,0,2.1,"Tylenol 25",25,0.003335
"244",1,105,12,22,24209,3.24,0,2.14,"Tylenol 25",25,0.0028124
"245",1,105,13,22,24209,3.24,0,2.14,"Tylenol 25",25,0.0054536
"246",1,105,14,22,24209,3.24,0,2.14,"Tylenol 25",25,0.0022466
"247",1,105,15,22,24330,3.53,0,2.23,"Tylenol 25",25,0.0003671
"248",1,105,16,28,25886,3.55,0,2.26,"Tylenol 25",25,0.0026594
"249",1,105,17,19,24967,3.53,0,2.26,"Tylenol 25",25,0.0057551
"250",1,105,18,29,24931,3.57,0,2.28,"Tylenol 25",25,0.0036577
"251",1,105,19,19,24899,3.59,0.79,2.33,"Tylenol 25",25,0.0015367
"252",1,105,2,23,24805,3.32,0,2.1,"Tylenol 25",25,0.0047114
"253",1,105,20,20,24147,3.52,0,2.25,"Tylenol 25",25,0.0052069
"254",1,105,21,31,29484,3.52,0,2.24,"Tylenol 25",25,0.0054064
"255",1,105,22,18,24010,3.54,0,2.25,"Tylenol 25",25,0.0015432
"256",1,105,23,23,24044,3.56,0,2.26,"Tylenol 25",25,0.0006421
"257",1,105,24,22,24864,3.55,0,2.28,"Tylenol 25",25,0.0021015
"258",1,105,25,26,24354,3.58,0,2.31,"Tylenol 25",25,0.0036466
"259",1,105,26,28,24244,3.55,0,2.28,"Tylenol 25",25,0.0007293
"260",1,105,27,24,23725,3.53,0,2.27,"Tylenol 25",25,0.0036416
"261",1,105,28,31,24484,3.57,0,2.29,"Tylenol 25",25,0.0010043
"262",1,105,29,23,24907,3.57,0,2.31,"Tylenol 25",25,0.0035532
"263",1,105,3,32,22193,3.35,0,2.13,"Tylenol 25",25,0.0041305
"264",1,105,30,33,26753,3.56,0,2.29,"Tylenol 25",25,0.0034779
"265",1,105,31,26,23213,3.53,0,2.27,"Tylenol 25",25,0.0043876
"266",1,105,32,20,23491,3.54,0,2.29,"Tylenol 25",25,0.0046478
"267",1,105,33,24,24564,3.56,0,2.31,"Tylenol 25",25,0.0017298
"268",1,105,34,16,25270,3.47,0,2.21,"Tylenol 25",25,0.000275
"269",1,105,35,25,22938,3.59,0,2.33,"Tylenol 25",25,0.0025683
"270",1,105,36,11,22921,3.6,0,2.33,"Tylenol 25",25,0.0056096
"271",1,105,37,15,23153,3.55,0,2.3,"Tylenol 25",25,0.0035911
"272",1,105,38,26,23328,3.52,0.85,2.27,"Tylenol 25",25,0.000665
"273",1,105,39,10,22497,3.45,0,2.19,"Tylenol 25",25,0.0065926
"274",1,105,4,32,22193,3.35,0,2.13,"Tylenol 25",25,0.0011143
"275",1,105,40,28,21471,3.58,0,2.31,"Tylenol 25",25,0.0047555
"276",1,105,41,20,28687,3.54,0,2.28,"Tylenol 25",25,0.0012781
"277",1,105,42,23,20578,3.51,0,2.23,"Tylenol 25",25,0.0049537
"278",1,105,43,26,25651,3.56,0,2.31,"Tylenol 25",25,0.0063296
"279",1,105,44,22,23637,3.5,0,2.23,"Tylenol 25",25,0.0019246
"280",1,105,45,25,24817,3.52,0,2.24,"Tylenol 25",25,0.0025686
"281",1,105,46,21,24849,3.6,0,2.33,"Tylenol 25",25,0.0061635
"282",1,105,47,22,22760,3.53,0,2.25,"Tylenol 25",25,0.0051374
"283",1,105,48,26,24565,3.51,0,2.24,"Tylenol 25",25,0.0008326
"284",1,105,5,12,22680,3.34,0,2.13,"Tylenol 25",25,0.0013725
"285",1,105,6,12,22680,3.34,0,2.13,"Tylenol 25",25,0.0035091
"286",1,105,7,25,23390,3.37,0,2.15,"Tylenol 25",25,0.005909
"287",1,105,8,24,23884,3.31,0,2.09,"Tylenol 25",25,0.0013683
"288",1,105,9,18,25993,3.3,0,2.1,"Tylenol 25",25,0.0037828
"289",1,106,1,12,11931,3.27,0,2.04,"Tylenol 25",25,0.0039475
"290",1,106,10,15,13506,3.34,0,2.14,"Tylenol 25",25,0.00298
"291",1,106,11,14,11686,3.27,0,2.09,"Tylenol 25",25,0.0045282
"292",1,106,12,1,12393,3.45,0,2.2,"Tylenol 25",25,0.0055447
"293",1,106,13,1,12393,3.45,0,2.2,"Tylenol 25",25,0.0057077
"294",1,106,14,1,12393,3.45,0,2.2,"Tylenol 25",25,0.0039527
"295",1,106,15,1,12393,3.45,0,2.2,"Tylenol 25",25,0.0029401
"296",1,106,16,15,13724,3.49,0,2.19,"Tylenol 25",25,0.001833
"297",1,106,17,10,11779,3.5,0,2.22,"Tylenol 25",25,0.0064819
"298",1,106,18,13,12740,3.53,0,2.24,"Tylenol 25",25,0.0013759
"299",1,106,19,18,13287,3.15,0.78,2.01,"Tylenol 25",25,0.0030226
"300",1,106,2,12,11931,3.27,0,2.04,"Tylenol 25",25,0.000947
"301",1,106,20,17,12845,3.49,0,2.22,"Tylenol 25",25,0.0053909
"302",1,106,21,11,15634,3.6,0,2.31,"Tylenol 25",25,0.0005687
"303",1,106,22,13,12654,3.55,0,2.26,"Tylenol 25",25,0.0051794
"304",1,106,23,14,12718,3.49,0,2.19,"Tylenol 25",25,0.0056724
"305",1,106,24,9,13332,3.48,0,2.18,"Tylenol 25",25,0.001277
"306",1,106,25,9,13332,3.48,0,2.18,"Tylenol 25",25,0.0008212
"307",1,106,26,12,12593,3.48,0,2.2,"Tylenol 25",25,0.0043704
"308",1,106,27,10,12769,3.5,0,2.21,"Tylenol 25",25,0.0018206
"309",1,106,28,13,13269,3.55,0,2.27,"Tylenol 25",25,0.0065758
"310",1,106,29,11,13026,3.48,0,2.21,"Tylenol 25",25,0.0043738
"311",1,106,3,14,11505,3.3,0,2.07,"Tylenol 25",25,0.001804
"312",1,106,30,16,13618,3.51,0,2.24,"Tylenol 25",25,0.0056752
"313",1,106,31,10,11273,3.59,0,2.32,"Tylenol 25",25,0.0029258
"314",1,106,32,11,11383,3.45,0,2.18,"Tylenol 25",25,0.0011878
"315",1,106,33,5,11930,3.5,0,2.22,"Tylenol 25",25,0.0038285
"316",1,106,34,14,13605,3.52,0,2.25,"Tylenol 25",25,0.0063705
"317",1,106,35,11,11439,3.54,0,2.29,"Tylenol 25",25,0.0034769
"318",1,106,36,9,11337,3.61,0,2.34,"Tylenol 25",25,0.0046888
"319",1,106,37,6,11678,3.51,0,2.26,"Tylenol 25",25,0.0020232
"320",1,106,38,18,12570,2.57,0.78,1.65,"Tylenol 25",25,0.0011182
"321",1,106,39,9,10969,3.53,0,2.27,"Tylenol 25",25,0.0010082
"322",1,106,4,20,12135,3.28,0,2.04,"Tylenol 25",25,0.0024876
"323",1,106,40,6,10718,3.48,0,2.2,"Tylenol 25",25,0.0039413
"324",1,106,41,13,15984,3.58,0,2.3,"Tylenol 25",25,0.0033923
"325",1,106,42,11,10731,3.56,0,2.3,"Tylenol 25",25,0.0025712
"326",1,106,43,15,12852,3.51,0,2.25,"Tylenol 25",25,0.0057774
"327",1,106,44,9,12328,3.5,0,2.23,"Tylenol 25",25,0.0062242
"328",1,106,45,10,12785,3.56,0,2.27,"Tylenol 25",25,0.003665
"329",1,106,46,17,13901,3.53,0,2.26,"Tylenol 25",25,0.0051542
"330",1,106,47,15,11716,3.54,0,2.28,"Tylenol 25",25,0.0011047
"331",1,106,48,7,11657,3.63,0,2.36,"Tylenol 25",25,0.0022964
"332",1,106,5,23,12327,3.3,0,2.07,"Tylenol 25",25,0.0054793
"333",1,106,6,6,12719,3.28,0,2.05,"Tylenol 25",25,0.0002571
"334",1,106,7,13,12001,3.29,0,2.06,"Tylenol 25",25,0.001111
"335",1,106,8,13,12001,3.29,0,2.06,"Tylenol 25",25,0.0027406
"336",1,106,9,15,13506,3.34,0,2.14,"Tylenol 25",25,0.0018042
"337",1,107,1,17,19679,3.25,0,2.02,"Tylenol 25",25,0.0044566
"338",1,107,10,12,21294,3.31,0,2.12,"Tylenol 25",25,0.0018766
"339",1,107,11,12,21294,3.31,0,2.12,"Tylenol 25",25,0.0053805
"340",1,107,12,12,21294,3.31,0,2.12,"Tylenol 25",25,0.0027266
